gene	log2PAO1A1	log2PAO1A2	log2PAO1A3	log2PAO1B1	log2PAO1B2	log2PAO1B3	log2PAO1C1	log2PAO1C2	log2PAO1C3	log2mutSA1	log2mutSA2	log2mutSA3	log2mutSB1	log2mutSB2	log2mutSB3	log2mutSC1	log2mutSC2	log2mutSC3
PA4565_proB_at	0.19679749	0.168499109	0.10349627	0.312177966	0.92932486	-0.023611182	0.090893678	-0.36500283	0.37612617	0.344958513	-1.322225868	0.427214777	-0.446058481	-0.226582306	-0.311514223	0.551697305	0.025571424	0.170330296
PA5325_at	-0.071869584	-0.470917384	-0.231620016	0.091898228	0.876937579	-0.07296883	0.316422657	-0.031607915	0.232672622	0.265189291	-0.493433691	0.01740476	-0.03049702	-0.867917794	-0.973518088	0.383583905	-0.128923706	-0.108833346
PA4768_smpB_at	0.522688055	0.958381822	0.068607397	0.243447497	1.392391054	-0.199478907	0.095270954	-0.240787014	0.139451578	0.063214267	0.131486192	-0.327319588	0.404857149	-0.103595142	0.21975459	-0.33384912	0.097460715	0.248478416
PA4347_at	0.14674025	-0.228879123	-0.023665541	0.294523514	0.126580223	0.080697317	1.042489479	0.026626016	0.476892184	0.141246936	-0.497059464	-0.24804316	0.15616344	-0.140432614	0.617278576	-0.461072287	-0.011161436	-0.203415736
PA4713_at	0.585021995	0.399544819	0.039899041	-0.358531291	-0.220695566	-0.201181494	0.337125652	-0.05373946	0.029261639	0.201502734	-0.892783198	-0.689871301	-0.16467916	-0.277533976	-0.396769852	0.011896872	0.10126462	0.070831542
PA4250_rpsN_at	0.331502621	-0.093417699	0.011631294	-0.529862097	0.055450452	-0.941982389	0.425574516	0.391411159	0.898334627	-0.226989747	-0.832722328	0.156261336	-0.56378931	-0.425023391	-0.202144043	0.378978609	-0.178204695	-0.152186681
PA4672_at	0.007110691	0.408169172	0.266477979	0.220607451	0.774714656	-0.644997188	-0.120807211	-0.464685818	0.512867175	0.400348995	-0.883220048	0.120876075	-0.273393661	-0.857241062	-0.728239358	0.398993988	-0.132053421	0.318077085
ig_3705889_3705160_at	0.324124427	0.174740344	0.473130571	0.051493696	1.513251623	-0.719659237	-0.053021149	-0.049574796	0.338343052	0.612719616	-0.132072158	-1.255808374	0.445126519	-0.313762579	0.127055044	-0.051582472	-0.097936684	0.118988573
PA1613_at	0.424497486	0.000315347	-0.165320463	-0.351415155	0.998264921	-0.731255161	0.23638156	-0.053855354	-0.010810761	-0.169325905	-0.612682839	-0.338433852	0.074187846	-0.912089848	-0.462733768	0.37567303	-0.11259441	-0.097549943
PA4280_birA_at	0.365881699	0.357439527	0.103542586	-0.0032937	0.856015997	-1.232535284	-0.227930369	-0.607563145	0.443360933	0.804032372	-0.975855584	-0.48157622	-0.393897398	-0.396168807	-0.452185944	0.059067178	-0.477404954	-0.234260911
PA3262_at	0.563885671	0.824247704	0.53601385	0.336051457	0.8244163	-0.0696915	0.024412427	-0.784187731	0.013689903	0.271537259	-0.031438704	-0.35053964	0.32006937	-0.911788754	-0.134691296	0.265461806	0.051826817	0.184450674
PA0486_at	0.163560601	0.165034234	0.407183553	0.111878808	0.76364636	-0.433216431	0.114779116	-0.209185251	0.389920698	-0.162780286	-0.068770336	-0.250035222	-0.504854301	-0.656423524	0.112077934	0.445407292	0.098853237	-0.145852414
PA3363_amiR_at	0.325282885	0.590003438	-0.028710196	0.141228752	0.014729676	-0.000338238	0.411482351	-0.777822058	0.651894797	-0.015332077	-0.019432093	-0.433433471	-1.569426952	-0.492511084	-0.996373451	2.07985048	-0.393929467	0.55876831
PA0974_at	0.580746598	0.796104097	0.414879801	0.065304348	1.023191183	-0.782313713	-0.075678986	-0.400930642	0.528853115	0.33259135	-0.278434985	-0.386558016	-0.252259227	-0.610379187	-0.061323501	0.406805451	0.115487892	0.271634294
PA3640_dnaE_at	0.253913987	0.342813331	-0.004420311	0.046570272	0.545810124	-0.505787212	0.479521948	0.003202934	0.661835053	-0.017367955	-0.707133307	-0.463696847	-0.265556001	-0.169784739	-0.23326738	0.606932894	0.147654538	0.306475506
PA3105_xcpQ_at	-0.383327089	-0.255584012	-0.574258999	0.214456323	-0.609238988	-0.04951733	1.05903649	0.513686487	-0.019849449	0.76178078	-0.79530141	0.307052235	-0.702265985	-1.026661659	-0.459710657	0.584848763	-1.497230837	0.096891768
PA1867_at	0.14965987	-0.248608291	0.338198518	-0.359482222	-0.003644705	0.117797463	0.33102442	-0.2035225	1.004375784	-0.406404967	-0.384687359	-0.230417843	-0.016865767	-0.314208889	0.058817856	0.192033921	0.052671658	-0.453273895
PA5327_at	-0.231266505	-0.298232622	0.03389713	0.25522912	0.370605273	0.311844464	0.089885504	0.236482212	0.208607455	0.453721634	-0.282930388	0.250498189	-0.245311735	-0.441400669	-1.072124732	0.21265712	-0.115353247	-0.411525096
PA2022_at	-0.187335011	-0.638149001	-0.201143357	-0.179276024	-0.204706385	-0.223016548	2.193366531	0.249346387	2.220390068	0.629352623	0.170166536	0.301990817	-0.067181741	-0.333603845	0.415232039	0.094915649	-0.533222833	-0.278458265
PA0703_at	0.235876441	-0.021126636	-0.127401433	-0.020643276	0.335768663	0.065572405	0.2920112	-0.301149347	0.178711904	0.048476541	-0.037774148	-0.395802009	-0.316606189	-0.710180362	-0.494708427	0.082852746	0.181861826	-0.353109332
PA5463_at	0.243066936	0.473945623	0.035092447	0.138613231	1.651690743	-0.941357447	0.134956125	-0.577543203	0.362331332	0.449020703	-0.036499781	-0.275405132	-0.150664181	-1.197927252	-0.715082664	0.127223397	0.526401619	0.157771572
PA2744_thrS_at	0.593624572	0.682098154	0.27413755	0.72592439	1.815119706	-1.915687066	0.045979068	-1.228053202	1.637758112	0.050887229	0.043574866	-0.187615537	-0.061020524	-0.492657352	-0.25669277	0.710583202	-0.119768138	0.307312751
PA3941_at	0.286200946	0.055327758	0.441903415	-0.100169582	0.981482054	-0.205743168	0.351717449	-0.274180339	0.344849488	0.388763246	-0.080626267	-0.089387897	-0.77019321	-0.628089291	-0.425717311	0.276915644	0.025921652	0.545982327
PA2735_at	0.068658766	0.085129844	-0.01823294	0.292856995	0.258179119	-0.255549392	0.282998694	-0.359604637	0.403811554	-0.118478375	-0.430878474	-0.692079352	-0.418273683	-0.372662331	-0.325166293	0.455123457	-0.101604982	0.12262406
PA5066_hisI_at	0.32135704	-0.068381126	0.03202561	-0.41331058	0.882550744	-1.304836114	0.63105074	-0.417544312	0.825458235	-0.051956346	-0.200889535	-0.392741479	-0.522006	-0.713000447	-0.227288827	0.493502087	-0.364552859	-0.173350886
PA5076_at	0.077302837	0.341040424	0.116554584	-0.180455576	0.678461792	-0.423079988	0.146016651	-0.014294206	0.313203672	0.245705719	-0.459309791	-0.484367709	-0.178849529	-0.61850064	-0.555579343	0.243119278	-0.040790148	0.260419027
PA2289_at	-0.353645051	-0.441044268	-0.321765345	-0.266025672	-0.14887921	-0.01515932	0.2236633	0.41472011	0.406920022	-0.175368932	-0.44870409	0.301708275	-0.662439916	-0.685557292	-0.93483113	0.073108698	-0.398321906	-0.216632509
PA2628_at	0.043865683	0.035967687	0.217061251	0.446676657	1.140230202	-0.571973838	0.45414634	-0.379174604	0.6460626	0.300558569	-0.369943237	-0.34357075	0.068795528	-0.517005768	-0.184938879	0.128844017	0.179888217	0.122601733
PA2994_nqrF_at	0.267522882	0.091488676	0.154326965	0.202158462	0.908827682	-0.932317883	0.301346552	0.283230269	0.288427861	-0.290050812	-0.608763588	0.455923307	-0.664724831	-0.21873275	-0.198825523	0.370342501	0.013659612	0.052558473
PA0119_at	-0.101180656	-0.242493166	-0.089379162	0.120240779	0.980987312	-0.218064569	0.12618309	0.243333913	0.169554344	-0.208760476	-0.305936062	0.331892854	-0.230965515	-0.58557498	-0.753908475	0.465645722	0.090829947	-0.468262438
PA5094_at	-0.406081627	-0.251479513	-0.457036357	3.152279137	-1.149236548	1.40512203	0.050354677	0.029149376	-0.407120217	0.159563714	0.013054926	-0.157274613	-0.275925139	-0.27056801	0.052323333	0.759096932	-0.556115035	-0.416443946
PA4404_at	0.157022176	-0.014989121	0.154274881	-0.069373087	0.19548606	0.107384677	0.434208848	-0.163544162	0.726356126	0.027237415	-0.028264997	-0.286796718	-0.127371444	-0.488375879	-0.136449027	0.177307372	-0.150562956	-0.123931702
PA4412_murG_at	0.371158521	0.372088243	0.342422855	0.074620486	0.682404013	-0.732326902	0.193162676	-0.570727496	0.716941096	-0.325442478	-0.221668631	-0.158942396	-0.539065539	-0.501328573	-0.179918026	0.369701755	0.01871051	0.323600258
PA3472_at	0.906737051	1.491372189	0.506871851	0.107893891	1.617456245	-1.907314996	0.038598704	-1.036677794	0.769904667	0.711584698	-0.816155717	-0.348975248	0.250784703	-0.344433099	-0.588959957	0.381775461	-0.017868938	0.602717209
PA5283_at	0.242722128	0.400361744	0.373756405	0.241621896	1.126002665	-1.432022001	-0.188171284	0.021857891	0.138940087	-0.058392824	-0.398453358	0.015270743	-0.246710243	-0.786439242	-0.449148974	0.217545063	0.102094221	-0.141572867
PA3633_at	0.090339785	0.381348657	0.248213496	-0.347388551	0.880657002	-0.368349013	0.322559692	-0.331200022	0.117727793	0.481835456	-0.474282994	0.000878194	-0.508098071	-1.155501793	-0.485495147	0.085753256	0.018936983	0.358088849
PA5552_glmU_at	0.082058859	0.30257674	0.351627209	0.000633418	0.62760575	-0.41360814	0.304733199	0.08087626	-0.02739065	0.116498566	-1.079075004	0.49978921	-0.705396728	-0.428589592	-0.266860718	0.164379958	0.069114454	0.266300528
PA3496_at	0.238202102	0.551411102	0.355777826	-0.042053534	0.344970641	0.144990101	0.315022665	0.040710715	0.140348252	0.097854305	-0.483608054	0.152566684	-0.321752713	-0.199053392	-0.095450413	0.281763149	0.035472385	-0.052742591
PA4005_at	0.344486523	0.447779712	0.155039433	0.407992841	0.911086567	-1.488753299	0.255940659	-0.422481964	0.947479453	0.080856526	-0.337126806	-0.514258659	-0.737919745	-0.551678933	-0.389053262	0.758969934	-0.003447338	0.577166302
PA3189_at	-0.04991468	-0.132758867	-0.003218578	-0.104642914	4.40258971	-1.581174114	-0.080332427	-0.30088523	1.009925946	-0.770173291	-0.124180028	0.208388001	-0.131356556	-0.231437251	0.358039457	1.194278401	-0.347497232	0.322729513
PA2737_at	0.535913227	0.190444144	0.234152804	-0.671286994	0.822224557	-0.676428901	0.123100263	-0.029097915	0.333135071	0.117722514	-0.070734144	-0.79805638	-0.515324936	-0.591434938	-0.106388759	0.366276006	-0.314807388	0.094043926
PA1004_nadA_at	0.258153697	0.505262093	0.318481022	0.088446559	0.812818055	-0.372475523	-0.010061184	-0.198381874	-0.081350738	-0.02055053	-0.093620295	-0.651268355	0.03033754	-0.459281045	-0.409243326	0.340520188	-0.075601691	-0.022558217
PA3959_at	0.159918019	0.370089746	0.265538752	0.242102001	1.311586151	-0.406470134	-0.168051819	-0.046909875	0.009028705	-0.051730614	-0.432374657	-0.18020856	0.237345357	-0.58960174	-0.136997103	0.263748788	0.124198931	-0.18157259
PA5118_thiI_at	0.304361513	0.632447565	0.676493565	0.821068876	1.364132919	-1.189564033	-0.340907552	-1.704506008	1.730343519	-0.08278654	-0.287586215	0.120684787	0.305156371	-0.251059	0.053292456	0.139431138	-0.429621012	0.041704185
PA3450_at	0.09514411	0.060666702	-0.07308096	-0.205934755	0.570612343	-0.461068809	0.239257528	0.481060434	0.103808287	0.338856609	-0.797495816	0.405215034	-0.773102321	-0.487776642	-0.859214289	0.293487702	0.208864785	-0.205687712
PA0865_hpd_at	-0.325781182	0.139619587	-0.17227283	-0.521109405	-1.118466061	1.179942926	0.567988948	1.475385075	-1.133947856	0.105865073	-0.168267833	0.401808529	-2.056752528	-1.036653475	-1.356060194	1.657487427	-0.815407916	0.670840245
PA4247_rplR_at	0.245025161	0.369873325	0.334622868	-0.038511729	1.033460838	-1.737209217	0.204235051	-0.228150639	1.088394575	-0.021191403	-0.558805892	-0.14275823	-0.549620426	-0.361783089	-0.03312861	0.580239311	-0.587040572	0.255312564
ig_5541409_5542072_at	1.201628118	0.832048268	0.461370374	-0.295558562	1.610612208	-1.257063763	0.266117609	-0.587645905	0.819869572	-0.176199601	0.000767683	-0.349178959	0.137771142	-0.253026823	-0.013099385	0.442130927	0.061739138	0.506163505
PA4477_cafA_at	0.137234591	-0.042497713	-0.068638074	-0.143032646	0.841388945	-0.474696171	0.224946194	-0.409030874	0.436715957	0.679777012	-0.852086749	0.227518721	-0.81677897	-0.828038637	-0.80098449	0.078655661	0.070985698	0.048981244
PA5464_at	0.221687525	0.090260381	-0.095774408	0.416718655	1.454297624	-0.671844395	0.223250063	-0.518499983	0.320432383	0.415301824	-0.593530263	-0.306587708	0.084201326	-1.075341083	-0.656192462	0.172224091	0.52506616	0.179978906
PA5441_at	0.483836374	0.031838375	0.16591927	-0.392613325	0.658802666	-0.217920784	0.476540537	-0.088383678	0.032722739	-0.151948758	-0.277147771	0.150092032	-0.207853318	-0.726276386	-0.226275856	-0.167806292	0.185259223	-0.129370903
PA3362_at	0.397459482	0.410122975	-0.187796847	0.121617366	0.385789148	-0.653872495	0.408295536	-0.926446737	0.866827288	0.016845552	-0.159703209	0.06436431	-1.26542898	-0.598155585	-1.120620221	1.632745525	-0.633551595	0.182830254
PA4367_at	-0.152088343	0.180598223	0.315228233	-0.411784445	0.892227245	-0.173337871	0.688516321	0.589224556	0.027445433	0.348923551	-0.432373561	-0.103367	-0.612848472	-0.305119548	-0.112271711	0.637249272	-0.324218098	0.157216154
PA4747_secG_at	0.836613992	0.947020246	0.57830426	0.143610747	1.813543344	-1.585610084	0.121467529	-1.385700711	1.579444027	0.001947427	-0.113343249	-0.484297226	0.019808312	-0.303430024	-0.038475941	0.558809984	-0.254252882	0.958865227
PA1676_at	0.415658659	0.440918464	0.20500024	-0.532097352	0.748688009	-0.048342134	0.508143261	0.415861606	0.721926757	-0.010699263	0.046642086	-0.352629738	0.244509917	-0.336063359	-0.239084144	-0.017251322	0.745259187	0.088352189
PA5259_hemD_at	0.579063529	0.570203012	0.556376595	-0.258948029	2.00615956	-1.692207478	0.152761959	-0.393037088	0.852560649	0.185559499	-0.188214369	-0.239706297	-0.561549929	-0.438143427	-0.189099803	0.408580885	0.248018735	0.440076057
PA0971_tolA_at	0.604877412	0.320490436	0.230650613	0.058725927	0.927566247	-0.803205814	0.246731384	-0.50817065	0.480712067	-0.178836881	-0.24980478	-0.428012345	-0.154915438	-0.471376311	-0.409887566	0.416397161	0.239209473	0.086324233
PA0354_at	0.538823222	0.505229629	0.514672136	0.835209687	0.548951532	0.201805342	0.113951579	-1.280634611	0.352218447	-0.119394758	-0.186323152	-0.490992221	0.058716402	-0.550880757	0.108336411	0.506034241	0.132482018	0.160064531
PA0975_at	0.228130495	0.348505426	0.258448925	0.202088216	1.11304683	-0.549118685	-0.166828955	-0.504772429	0.356712784	0.311225919	-0.944284819	-0.304796144	0.114636523	-0.528976381	-0.321456147	0.109461225	-0.133228324	0.269753324
PA5243_hemB_at	0.2700225	0.427274717	0.742302185	0.034055132	0.917263642	-1.256936239	1.116327512	-0.301785468	0.748291328	0.216743579	0.010071901	-0.066998293	-0.205707241	-0.21479917	-0.096098852	0.859440394	-0.670379547	0.149813933
PA0653_at	0.056688674	0.457009163	0.357238212	-0.036521565	0.726318563	-1.075519707	0.092228087	-0.310709418	0.463336348	-0.246738239	-0.579104669	-0.065780534	-0.37087428	-0.551767812	-0.289025719	0.676649592	-0.793979942	0.235730446
PA2082_at	-0.084382111	0.133709823	-0.115097286	0.048189643	0.841856798	-0.470059149	0.214243935	0.099147976	0.671314718	-0.122208862	-0.581296829	-0.372872162	-0.431721778	-0.212334573	-0.255123598	0.414212313	0.019380305	0.163858101
PA2993_at	0.034117553	-0.023354783	0.385261382	0.167057439	1.021741115	-0.981545999	0.274488113	-0.112244437	0.582157985	-0.322918846	-0.933224463	0.442687144	-0.512632255	-0.004901687	-0.313706732	0.246172941	-0.050951399	0.079183753
PA0369_at	-0.113080969	0.141926216	0.015722639	0.172261104	0.970844845	-0.541173276	0.558178577	0.323934033	0.456115742	0.204535442	-0.363715613	-0.321861621	-0.362440304	-0.622475251	-0.396167141	0.628008266	0.136265947	0.363611554
PA4443_cysD_at	0.256867645	0.626855824	0.343510901	0.444297083	1.531879417	-1.379012459	0.010779618	-0.360311728	0.449359061	0.554240501	-0.680525898	0.144788977	-0.477890469	-0.609312565	-0.436694279	0.557765416	-0.325551213	0.477733499
PA4521_at	-0.258895582	-0.221110753	-0.163181193	-0.125439199	0.392893039	-0.134366604	0.615476403	0.352022253	0.138860521	0.027553425	-0.235464683	-0.337392119	-0.523824775	-0.754176164	-0.562469006	0.383402698	-0.090647155	-0.032456051
PA4494_at	0.514227867	0.581754894	0.534652385	0.176796222	1.276974999	-0.661177081	0.351648135	-0.692521137	0.332852406	0.218937159	-0.26817471	-0.873794198	-0.282141693	-0.204858963	0.205286105	0.526852157	0.288159216	0.07463616
PA0225_at	0.006140641	-0.007709094	0.040341928	0.135015349	1.045371926	-0.499166223	0.229247544	0.132030405	0.439643169	0.083260672	-0.430308988	-0.275196488	-0.263258707	-0.361895788	-0.190582183	0.431846114	-0.110215037	-0.093979934
PA3372_at	0.189491272	-0.024722677	-0.012194704	0.242440345	0.348419457	0.259550235	0.477738539	0.592077086	0.044256729	0.201432866	-0.52013508	0.110455132	-0.45020252	-0.335946719	-0.14811752	0.549252072	0.083539039	-0.10514116
PA0821_at	0.075754771	0.375917284	0.068998832	-0.293743667	0.921822313	-0.279859748	0.285496595	-0.086775997	0.020654118	0.14109689	-0.139457966	-0.220964145	-0.716166255	-0.72019545	-0.38791938	0.70523234	-0.216720669	-0.090663829
PA3538_at	-0.014719097	0.233798809	0.311126254	-0.026014535	1.291242841	-0.826639544	0.093732547	-0.265717607	0.561180198	0.215287428	-0.206243725	-0.146254387	-0.522826737	-0.901804453	-0.175372054	0.341860468	0.109548223	-0.092778042
PA4383_at	0.151015941	-0.170152435	-0.135697414	-0.422650648	0.965105831	-0.984741645	0.210859789	-0.484589779	0.692209874	0.172781526	-0.548020901	-0.711894576	-0.077649086	-0.896717762	-0.572511876	-0.057948574	-0.137530829	-0.08940458
PA4755_greA_at	-0.345333902	0.407979477	-0.092046706	0.053019636	1.650450243	-1.234041869	0.207926062	0.393242999	0.199876928	0.461058094	-0.18048358	0.013714232	-0.788955071	-0.678825844	-0.775745543	0.295532202	0.040438559	0.111093693
PA1036_at	0.225148367	0.296160974	0.438239708	-0.170010335	-0.16461859	0.115485994	1.075630114	0.120140292	0.087557562	-0.113964886	-0.18698652	0.173626548	-0.39565855	-0.393049286	0.147275382	0.559240862	-0.214247085	-0.301957153
PA4749_glmM_at	0.320922875	0.010333073	-0.007937715	0.180846554	1.121708712	-0.438922527	0.172201979	-0.352895673	0.776163763	0.321919998	0.202214218	-0.453821791	-0.622909195	-0.57595524	-0.223078898	0.412181301	-0.104618491	0.07652211
PA4527_pilC_at	-0.855743572	-0.296711785	0.315839489	-0.43717176	1.195853189	-0.326026142	1.997883353	0.603891431	0.586072316	0.106910525	0.184513653	0.059059081	-0.585356075	0.419618323	-0.168978938	0.340723442	-0.075611055	-0.254075899
PA1227_at	0.022472895	-0.177525747	0.211452173	-0.156259798	0.674362542	-0.025212246	-0.028582288	0.084870189	0.289756687	-0.235841059	-0.279794421	-0.680541818	-0.293861963	-0.018521066	0.090003166	-0.125550298	0.004828419	-0.326773209
PA3573_at	0.69245053	0.305881737	0.396784762	-0.116331166	1.429831186	-1.2544101	-0.123149961	-0.755540868	0.560213661	-0.015036372	-0.588349003	-0.645792485	0.043943348	-0.745786813	0.014559075	0.241036959	0.168308786	-0.100010496
PA0406_at	0.020832133	0.163349267	0.321925023	0.093942684	1.555789071	-0.599479687	0.452299976	-0.814487708	-0.235381673	0.077376924	-0.172438799	-0.514560689	-0.320259317	-0.733116568	-0.249338772	0.256540514	0.035506716	-0.186984165
PA3082_at	0.020998765	0.223713761	0.555023103	0.007981645	0.797258237	-0.477977162	1.174007006	0.144619479	0.244663468	0.341618284	0.06286799	0.390608684	-0.55509072	-0.495644191	-0.49508651	0.6868821	-0.074638891	0.062152736
PA3283_at	0.081185249	-0.053938807	0.086015279	0.304627081	0.530816375	0.040031101	0.183850131	-0.03633869	0.423835441	0.282378057	-0.361088519	-0.23220488	0.008157242	-0.679857245	-0.398452913	0.252772657	0.117559602	-0.197459556
PA4371_at	0.666792641	0.773264534	0.282282196	-0.091411297	0.30441104	-0.042248468	0.014279177	0.264839876	0.122108245	0.283799637	0.009246184	-0.040903953	-0.241116585	-0.572260381	-0.416544392	0.53409655	0.098176384	-0.130144706
ig_5991130_5992382_at	0.002739379	0.235537843	0.089938416	0.464510219	1.443604624	-0.56874816	0.266523337	-0.504547706	0.395194286	0.100012425	-0.260573106	-0.227426036	-0.359396572	-0.835160661	-0.284571037	0.565144182	0.207464611	0.14869711
PA5270_at	-0.068428107	0.388296231	0.002710109	0.082786372	1.985799867	-0.890430804	0.31352204	-0.324154626	0.330701831	0.204265291	-0.262096515	-0.820425548	-0.232725372	-0.342563182	-0.055229467	0.445678508	-0.270247221	0.383558971
PA3184_at	0.516096796	0.398315649	0.661048525	-0.75329519	1.071535992	-0.804299237	0.504693474	-0.138892211	0.432132744	0.248504749	-0.447057185	-0.048286537	-0.617017177	-0.504750789	0.076171529	0.353331055	0.074052972	-0.01877323
PA3984_lnt_at	0.280505498	0.186817528	0.096008417	0.422167287	0.692067927	0.027912135	0.112377149	-0.226732476	0.211986368	-0.034518347	0.098291705	-0.190852245	0.037773257	-0.260495006	-0.781791616	0.177719308	0.140702141	-0.16174042
PA4076_at	0.202934914	0.132424961	0.07478464	0.388569536	1.281984918	-1.200679441	-0.033139744	-0.537962622	0.010829199	-0.14217737	-0.716982001	-0.458829663	-0.080539146	-0.579970619	-0.02584054	0.116347693	-0.406719988	-0.163651944
PA5235_glpT_at	0.217698884	0.239328333	0.515605759	0.303921888	1.433228168	-0.117490577	-0.245523302	-0.212444832	0.457764549	0.101022172	-0.501918771	0.189223232	-0.275087383	-0.428506321	0.195229931	0.281819244	0.206665668	0.045090273
PA4558_at	0.33116738	0.254562881	0.092355805	-0.17291277	0.839722691	-0.939524526	0.580460122	0.068675739	0.842030185	0.333719152	-0.639117482	-0.149683638	-0.549954407	-0.439019513	-0.10887125	0.480521031	-0.229567769	0.418856535
PA4971_at	0.093068405	0.127988232	0.050863791	-0.367333475	0.26861242	0.395836378	0.67480181	0.001845978	-0.032503615	0.359972711	-0.751156084	-0.377109251	-0.21902665	-0.512856047	-0.131822559	0.18504191	-0.033583954	-0.090216754
PA0310_at	0.373411208	0.072142582	0.460680401	-0.132344077	1.586973263	-1.028937668	0.01167811	-0.247040268	0.775726575	0.101328613	-0.144610344	-0.386558912	-0.047381458	-0.41637876	-0.267176522	0.151349457	0.008585664	0.088236297
PA3050_pyrD_at	0.425718195	0.480633333	0.451907436	0.207682207	1.40920351	-0.878061115	-0.295987175	-0.971678892	0.779649761	-0.017537428	0.088593466	-0.550970308	0.358103753	-0.601427973	-0.517690162	0.081135169	-0.170233098	0.143843411
PA2666_at	0.259815408	0.665284824	0.460136126	-0.394544239	2.596798903	-2.467885557	-0.22328529	-1.204065417	0.865501348	0.033703374	-0.410334517	-0.565666228	-0.020485012	-0.933891753	-0.573176473	0.462603986	-0.481730761	0.250625458
PA4246_rpsE_at	0.477994448	0.334595723	0.317363342	-0.319087354	1.032850321	-1.594128131	0.108574962	-0.134379428	1.131943818	0.11470941	-0.871702546	0.175394828	-0.631703538	-0.459666067	-0.070338849	0.658306655	-0.484145772	0.125889566
PA3862_at	-0.299022133	-0.221305082	0.129678165	0.155528121	-0.503126325	1.449594223	0.306642405	0.649122023	-1.016056855	-0.13469268	-0.062294198	-0.560100298	-0.566524066	-0.673304117	-0.079989309	-0.136135833	0.195713424	-0.137292202
PA4426_at	0.239837094	0.554755361	0.123680041	0.090403844	0.808424533	-0.182525167	0.819202576	0.018375812	0.103827444	0.461106482	-0.075267928	-0.16780355	-0.802824241	-0.550684099	-0.227386095	0.648001347	0.073767167	0.410141574
PA5483_algB_at	0.636065936	0.771574649	0.319648115	0.223321799	-0.192271538	1.703333879	0.203668064	-0.225352093	-0.697651706	0.391092592	-0.222785541	0.116872187	-0.509679975	-0.319585868	-0.246011325	0.143974174	0.681194887	-0.100532462
PA1013_purC_at	0.424644616	0.809899591	0.028519676	-0.05659975	0.57607024	-0.60186799	0.546343228	0.191719779	0.887310374	0.18023705	-0.380669952	0.006988775	-0.241287039	-0.205641671	-0.492746328	0.792490378	-0.147189078	0.484966226
PA2440_at	0.119550337	-0.168357706	-0.19276083	-0.346956746	-0.610075284	0.127776145	0.132824276	0.741083532	-0.926421912	-0.348077838	-1.619200086	-0.935444502	-0.467466583	-0.3870915	-0.248227506	0.32898027	-0.118746927	-0.14057993
PA3655_tsf_at	0.569237368	0.79999636	0.49096538	-0.201852895	0.818585613	-1.455877981	0.19267887	0.309158152	0.669518855	-0.029021727	-0.438594789	0.282082444	-0.377430564	-0.351019916	-0.038693291	0.481335702	-0.319711598	0.168278878
PA3164_at	0.393803325	0.247192607	0.285087239	0.287023792	1.124230346	-1.139461048	0.595792648	-0.300361175	1.100888716	0.017193339	-0.293725785	-0.004228079	-0.30868697	-0.24165975	0.01327687	0.623205014	-0.222078321	0.187931804
ig_1205771_1204781_at	0.623406458	0.898541525	0.797477063	0.548983428	1.483807914	-1.587736613	-0.282651541	-0.705117152	0.780189254	0.059654232	-0.555717121	-0.460081816	-0.07319583	-0.178971537	0.232821838	0.763458845	-0.359209486	0.301793994
PA4545_comL_at	0.34661891	0.38447796	0.5522064	0.079707383	1.448718134	-0.860527237	0.311875654	-0.965896767	0.244133114	0.129686854	-0.483782517	-0.502894404	-0.320004994	-0.45800908	-0.0075318	0.425382977	-0.12453511	0.053949712
PA3981_at	0.052336336	0.411582895	0.202163336	0.331476631	0.616298951	0.453109416	0.700684892	0.008328845	-0.519229316	0.489015339	-0.396138354	0.073605524	-0.992480433	-0.311279117	-0.265096737	0.498536018	-0.148475505	0.479617147
PA0015_at	0.09834207	0.123077763	0.1485904	-0.036638149	1.12952235	-0.348446785	0.269426558	-0.007975233	0.23106508	0.44228346	-0.319837549	0.025219052	-0.499581422	-0.944822518	-0.474147201	0.419462575	-0.103278629	0.231103948
PA1882_at	0.489673325	0.930172123	0.151809364	-0.204833323	1.707870936	-1.395232171	0.161942466	-0.147770621	0.5898119	0.093797622	0.2289483	-0.489924424	0.886959276	-0.350995752	-0.763371685	0.412764771	-0.27248445	-0.295451835
PA0969_tolQ_at	0.316166859	0.61671419	0.409474126	-0.037104379	0.527588066	-0.2769451	0.276673204	-0.125932136	0.454819876	0.280785316	-0.408437072	-0.374056723	-0.533125621	-0.243885446	-0.311431585	0.60358678	-0.005281545	0.318753438
PA4667_at	0.198308833	0.188970488	0.357525219	-0.089047195	0.810011858	-0.526030507	0.632853957	-0.1130183	0.405850378	0.179138833	-0.155087595	-0.358502379	-0.606387608	-0.533488886	-0.192494767	0.479110602	0.208670556	0.007987015
PA2613_at	0.089379885	-0.062678398	0.014044222	0.448327713	1.180626235	-0.695128116	0.563386443	-0.221864192	0.50621776	0.108371515	-0.336581194	-0.222559495	-0.496131472	-0.488189382	-0.055050106	0.359844304	-0.019524677	0.132872904
PA1069_at	0.760075037	0.855038144	0.512321819	-0.15660594	0.452217723	-0.365199464	0.693101709	0.537236978	-0.057518836	0.238380662	-0.293063214	0.194539728	-0.048394958	-0.399088022	-0.067359123	0.462411415	0.24961389	0.053477719
