gene	log2PAO1A1	log2PAO1A2	log2PAO1A3	log2PAO1B1	log2PAO1B2	log2PAO1B3	log2PAO1C1	log2PAO1C2	log2PAO1C3	log2mutSA1	log2mutSA2	log2mutSA3	log2mutSB1	log2mutSB2	log2mutSB3	log2mutSC1	log2mutSC2	log2mutSC3
PA2571_at	0.322457762	-0.516912899	-0.412814978	-0.735837275	-1.383755696	0.575635513	-0.242893403	-0.315809004	-0.465318162	-0.059958697	-0.129555139	-0.408485648	-0.067835634	0.107685632	-0.012491573	0.370473072	-0.204026354	-0.26738818
PA0038_at	0.366308212	-0.011325451	-0.266064796	-1.567960216	-1.625192625	1.483855517	0.405091634	0.102678844	-0.231758889	-0.024590591	-0.182720127	-0.287624631	-0.241247152	0.440709101	0.002910492	1.125237889	0.152576088	0.170109217
PA4611_at	0.337905692	0.369878654	0.327049853	-0.227625595	-0.797703333	0.303894699	0.483082887	0.621488514	0.318681948	0.29995094	0.046272689	-0.544842436	0.526461676	1.005235483	1.485378619	0.676698589	0.031906828	0.708833141
PA5490_cc4_at	0.197131252	0.592211287	0.216210554	-0.560819551	-0.025276985	-0.105749138	0.254077015	-0.761675244	-0.365519073	0.336246459	-0.037826739	-0.209093658	0.191736298	0.037055544	0.479406671	0.814857213	-0.064280072	0.389691778
PA1449_flhB_at	0.191255266	-0.395444966	-0.303115036	0.01241401	-0.504158286	0.266497368	0.04539456	0.011397903	0.195701302	0.945785812	0.332448062	0.777968131	-0.142211902	-0.407175382	-0.170802222	0.311341551	0.332477291	0.034956322
PA4043_ispA_at	0.101058414	0.026039972	0.095950334	-0.806605651	-0.350974442	-0.115241636	0.316387884	-0.096763027	-0.528386232	0.427666309	-0.11696788	-0.679838742	0.272393923	-0.400992357	0.817336071	0.284968316	0.53179356	-0.005139136
ig_65479_66303_at	0.099004798	-0.457880998	-0.162591187	-0.702068508	-0.340361584	-0.012517486	0.349688788	-0.038192821	-0.032162854	0.277478707	0.263619119	0.318278188	-0.211550704	-0.402904178	0.101433968	1.07672145	0.009935553	-0.240634657
PA5207_at	0.192030721	-0.10070812	-0.084899116	0.056372782	-0.299115376	0.506684619	0.506940062	-0.252937837	-0.20611953	0.225309005	0.074568494	-0.476506539	0.585300408	0.678694879	1.863517731	-0.022300725	-0.049891308	-0.07129487
Pae_orfL_at	-0.084779515	-0.417100121	-0.115290421	-0.294685661	-0.208875053	0.035150921	-0.140700913	0.000518489	0.057945755	0.118998415	0.341801969	0.423828735	-0.29206267	-0.188339265	0.185909509	0.682838448	0.091332896	-0.043264735
PA1711_at	0.646341409	0.448326549	0.278221441	0.4822689	-0.260752119	-0.687359239	0.415846687	-0.624049197	-1.223780776	0.569025048	0.941874239	-1.529643162	-0.641767279	1.560156979	2.522437091	-1.002465555	-0.247528007	-0.209202815
PA0302_potG_at	-0.214041408	-0.14537612	-0.16433532	-0.173478062	-0.257222096	0.175001351	0.249821081	0.022540076	0.245413097	0.552854781	0.192696135	-0.026888017	-0.062779109	-0.186956089	0.028883089	1.139074422	0.037947831	0.549505229
PA0195_pntA_at	-0.376514739	-0.146418413	-0.190817117	-0.072405064	-1.500745899	0.83868469	0.173980831	-0.639373765	-0.059962821	0.290870259	0.011251758	-0.126429209	0.118700331	-0.32197602	-0.283893309	0.366907031	0.005880624	0.450209262
PA3133_at	0.036138032	-0.419344582	-0.076988675	-0.434160836	-0.457576116	-0.079415472	-0.018570828	0.012654923	-0.324476576	-0.012071485	0.010363065	0.122389158	0.156930206	0.227369342	-0.087674387	0.076527995	0.203430843	0.022174906
PA1445_fliO_at	0.88132951	0.850523973	0.235279019	0.014884966	-0.29133718	0.12382659	0.197933589	-0.008745137	0.156721543	1.854143589	1.2248863	1.320974575	-0.25037769	-0.182578624	-0.095513866	0.468501623	0.384963246	-0.08451849
PA2342_mtlD_at	-0.282055415	-0.998956208	-0.221961395	-0.259963441	-0.218560183	0.249991516	0.072517007	-0.041839385	-0.002817264	0.024695127	0.458082511	0.37502161	-0.301523364	-0.193528738	-0.171166086	0.682686276	0.225634861	-0.324282235
PA0645_at	0.017271276	-0.356208725	-0.126872227	-0.633131944	-0.382936166	-0.195751433	0.237495742	0.034913746	-0.22885533	0.184780103	0.250827431	0.228435193	-0.334184779	-0.190041556	0.289480291	0.270909475	0.098000459	0.046401731
PA1197_at	0.08287696	-0.002509721	-0.266115415	0.02046971	-0.75895245	-0.148211374	-0.23892205	0.790258213	0.782399118	0.207643421	-0.290952227	-0.305587499	0.801134152	0.988362304	1.113815197	-0.124919386	0.293802266	0.056644147
PA2786_at	0.072190165	-0.582437441	-0.30425526	-0.408070494	-0.061454203	-0.090391873	-0.004216868	0.077782306	-0.033444111	0.337164277	0.201501893	0.355431069	-0.104110093	-0.257271677	0.135250019	0.732123428	0.039491051	-0.299230218
PA2889_at	-0.246105891	-0.523887253	-0.02725768	-0.37463452	-0.732621606	0.703806235	0.243289391	-0.257180451	0.104696246	-0.094195204	0.1210121	0.383384608	-0.330220713	0.116275742	0.01342819	0.656583665	0.069383815	0.428309554
PA2422_at	-0.030225582	-0.412550139	-0.051055466	-0.405379369	-0.327260798	0.031070993	0.144065453	0.112849298	-0.118157946	0.273660581	0.389486812	0.345501343	-0.106691749	-0.181591955	0.178690623	0.636902109	0.118697948	-0.23823237
PA0113_at	-0.102440854	-0.504766385	-0.09255966	-0.446293494	-1.341643023	0.946734604	0.153178465	-0.033017839	-0.056609282	-0.040613018	0.177901699	0.338217425	-0.223284879	0.080416378	0.104370618	0.634719146	0.135172083	-0.212314703
PA1963_at	-0.258869059	-0.320389205	-0.274497227	-1.291965972	0.013460653	-0.928108756	0.217130798	0.533749887	-0.295407597	0.325809634	-0.518796429	-0.110592818	-0.376603678	0.022765105	0.257367186	0.483241884	-0.276267043	0.057519717
PA4974_at	0.099872082	0.096383376	0.187162616	-0.809021489	-0.613965889	0.431087473	0.248299774	0.106313781	-0.743996644	0.460220951	-0.2985101	0.128121877	-0.005195618	-0.168468843	0.447083736	0.556475766	0.058736546	0.292150033
PA1637_kdpE_at	0.001613999	-0.440654104	-0.079012071	-0.489135557	-0.625201413	0.223073355	0.0123319	-0.29142405	-0.22650853	0.172042248	0.021627924	0.15772183	-0.124255898	-0.096574313	-0.063400362	0.768290094	-0.203516186	-0.080818905
PA1910_at	-0.093116444	-0.615106442	-0.173474942	-0.473525517	-0.405888592	0.054320277	0.221854687	-0.071937088	0.248566314	0.036628251	0.08720763	0.04148196	0.071460841	-0.045571669	0.270976102	0.547217476	0.267980129	-0.124390285
PA2565_at	0.013077934	-0.203621322	-0.282281537	-0.602925171	-1.549011422	0.089537424	0.221786461	-0.166972499	-0.065727378	0.045860075	-0.567691603	0.011459883	0.415008541	-0.048105495	0.122530965	0.310240819	-0.138071948	-0.244258425
PA4699_at	-1.727483931	-1.588734269	-0.132692282	-0.217778664	0.500220634	-0.056327204	0.376440571	-0.23830455	0.356537835	0.189522734	-0.662195749	-0.271886007	-0.089217706	-0.008932139	0.132603917	0.216693053	0.123270532	0.094923048
PA1636_kdpD_at	-0.194086044	-0.506487019	-0.300582604	-0.290540204	-0.43895385	0.567330868	-0.036036609	0.011326484	-0.453859039	-0.307064317	0.384225348	0.083337891	0.025186421	0.049678435	0.141887527	0.583242875	-0.034963773	-0.115889333
PA0900_at	-0.148308757	0.391127867	-0.136548625	-0.70982834	-0.805098953	0.331810703	0.25724731	-0.148893897	-0.425231187	0.253169962	-0.623199476	0.062969625	-0.034212181	0.202468515	0.097487585	0.859281082	-0.106661618	0.346100606
PA1522_at	-0.466768574	0.208857489	-0.503930873	-0.460813091	0.132285801	-0.63188737	0.083181444	-0.678114884	0.65108262	0.081953511	-0.366599102	-0.852960547	-0.043928116	0.029823993	0.363166081	2.085833043	-0.981518512	0.463821391
PA4590_pra_at	0.244971031	-0.070292824	-0.268071561	-1.399398412	-2.31091648	1.087493467	0.179769228	0.50394315	-0.847512972	0.038274228	-0.01362597	0.071426368	-0.282565581	-0.203002696	-0.033979217	0.515477129	-0.300516244	-0.226004204
PA4041_at	-0.129424309	-0.677123359	-0.189291457	-0.424896306	-0.750848011	0.444747773	0.129863748	-0.353888813	-0.219267769	0.221601762	-0.464339265	0.174866585	-0.237102299	-0.052771802	0.005677068	0.583232581	0.021134653	0.018613323
PA1759_at	-0.630907581	-0.843205859	-0.584562064	-0.554164878	-0.143846199	-0.462160509	0.224033602	-0.057950913	0.260483616	-0.094466581	-0.19730144	0.078613084	-0.395630793	-0.320763281	-0.071429961	0.476336704	-0.087388361	0.25949788
PA2870_at	-0.773281933	-0.589842929	-0.475583333	-0.655018187	-0.290229978	0.206352932	-0.249837068	0.00327325	-0.422991372	-0.118763749	-0.032237416	-0.174170323	0.046676767	-0.203539401	-0.292732951	0.135175716	-0.030093001	-0.140840259
PA0916_at	-0.328054706	-0.249979029	-0.331977513	-0.498667673	-0.93431185	0.459580923	0.273649544	0.022161144	-0.636879678	0.063099448	-0.091952138	0.68157168	-0.239645845	0.056714162	-0.175853736	0.408483441	-0.171536932	-0.319856716
PA2831_at	-0.22622373	-0.061462223	-0.106572851	-0.129889914	-0.598269196	0.082217833	0.191847095	-0.021527486	-0.245158922	-0.222082384	0.117795495	0.131119214	0.251519024	0.033783038	0.566111039	0.280903948	-0.185841053	0.346667883
PA0632_at	0.018823086	-0.481341586	-0.066986379	-0.380085589	-0.195084095	-0.093656999	0.041030621	0.107977317	-0.394133446	0.473818583	0.229466314	0.441595638	-0.435155415	-0.345126936	0.110242282	0.207149833	0.365664007	-0.06209858
PA1437_at	-0.005743257	-0.4932834	-0.200283611	-0.497138118	-0.135724229	0.025286071	0.035891428	0.179756011	-0.290790509	0.16474957	0.105126569	0.408476981	-0.056609697	-0.153711928	0.045200305	0.541883322	0.089603656	-0.100968856
PA1103_at	1.26818985	1.350717106	0.76998182	0.736729845	0.284272983	-0.045557216	-0.07235106	-0.655900605	0.129358649	3.088864976	1.388057585	2.346214547	-0.683621699	-0.538548193	0.187520968	0.062088853	0.30307999	0.036512849
Pae_tRNA_Arg_s_at	-0.249602336	-0.000269006	-0.884885751	-1.29448508	-1.048800804	-0.022095706	-0.49080114	-0.114651943	-0.363506038	-0.442351877	2.632160058	0.04303243	-1.258682698	-0.669307638	-1.644823256	-0.204513395	-0.491507476	-0.008723222
PA1835_at	-0.035885133	0.429044981	0.106401515	0.137530388	0.282096003	-0.131933172	0.121706105	0.054455352	-0.281109211	0.403392069	0.353125777	-0.250647842	0.299251829	0.311836805	0.577922447	0.940584605	-0.134709449	0.605254537
PA2079_at	-0.063505612	-0.252226912	-0.228135353	0.019100364	-0.255117377	-0.882845506	0.439456791	-0.018616361	1.048693629	-0.116258624	-0.243963886	-0.118159638	0.015568355	0.668867089	0.081755498	2.246176386	-0.486064365	0.181024483
PA4352_at	0.49121664	0.29730469	0.226305588	-0.83987136	-0.733193728	0.427176861	0.602882527	-0.022130332	-0.426564521	-0.159009153	-0.593303746	-0.716300853	0.94474079	1.113894372	1.729984759	-0.206735398	0.391509237	-0.059515922
PA0885_at	0.031494363	-0.563683427	-0.064534715	-0.319514492	-0.265616068	0.195496346	0.009316582	-0.090551259	0.37268747	0.092313607	0.115857579	0.34582741	-0.136899696	0.746955578	0.064841679	0.598153221	0.085272699	-0.186721963
PA1221_at	-0.164795371	-0.341681619	-0.216016381	-0.299146817	-1.438051156	0.329163487	-0.011658205	0.266640741	-0.015212442	0.073765864	-0.015244001	0.093889897	-0.213051997	-0.16511857	0.167042341	0.798594278	0.068097516	-0.278817566
PA1186_at	-0.096256603	-0.522171496	-0.122050649	-0.185433215	-0.447758571	0.169835367	-0.011273177	0.058635041	0.215016152	-0.050754196	0.213686575	0.358627251	0.04864712	-0.04816992	0.514587345	0.801743135	-0.140486401	-0.220390068
Pae_AF241171cds39_at	0.118475041	-0.566224358	-0.177849379	-0.318479526	-0.344377476	0.232775027	-0.239300174	0.222392421	-0.108001646	0.055949417	0.573795044	0.11199731	0.066126924	-0.105300667	0.386826891	0.892914757	-0.139774654	-0.604254877
PA0112_at	-0.013249924	-0.369569499	-0.104047624	-0.347084471	-1.285247743	0.742969817	0.103846045	0.112796723	-0.047190302	0.076505304	0.1909494	0.233648188	-0.081955115	0.04822482	0.258130784	0.429538563	0.356345144	-0.301391527
PA1996_ppiC1_at	-0.215740725	-0.177505157	-0.246979383	-0.765762025	-0.718557528	0.208126767	0.193111117	-0.043624382	-0.34040127	0.25561459	-0.120991521	-0.267461612	-0.322907393	0.059407193	-0.030867833	0.534216187	-0.036360566	0.237190576
PA1917_at	-0.120488121	-0.716683911	-0.082110069	-0.425733123	-0.305830832	0.105401634	0.015148939	0.216504463	0.275686036	0.157955138	0.239839951	0.546380038	-0.080288354	-0.187093469	0.098272772	0.880528325	0.093534235	-0.373086743
PA1295_at	-0.002601707	-0.080469046	-0.100652167	-0.238172087	-0.627466833	0.357802482	0.14605137	-0.10406976	-0.511413899	0.132577383	0.058543736	-0.390106224	0.374464674	0.133611619	0.334539639	0.330152955	0.336990999	-0.061290619
PA2746_at	0.440015851	0.057006062	-0.111552957	-0.775436001	1.195565025	-1.67491737	0.305698153	-0.281479928	0.171930512	0.152153823	0.315302649	0.178710019	0.316961346	0.408856331	0.092840847	0.590110765	-0.396892675	0.077382531
PA4303_at	0.046373772	-0.875203567	0.015551704	-0.47215198	-0.756349165	0.35074809	-0.023868907	0.278410967	-0.18935158	0.210302606	0.039350419	0.462672844	-0.109401612	-0.112368733	0.135554631	0.463337483	-0.012596323	-0.296425815
PA1973_pqqF_at	-0.226004858	-0.310193972	-0.247911518	-0.218759692	-0.346737231	0.112598351	0.10338507	-0.007219861	0.147356598	0.173148004	-0.007392015	0.206959675	0.002211426	0.041903	0.42590931	0.337009969	0.073450855	0.15843456
ig_1349416_1348401_at	-0.097887264	-0.511799425	-0.175919887	-0.526887636	-0.563064398	0.113905409	0.458024797	-0.026987328	-0.319651196	0.208425591	0.235310154	0.289376126	-0.171264709	-0.133906875	0.121732278	0.813286153	-0.168826779	-0.44380258
PA5417_soxD_at	-0.137349924	-0.419051557	-0.311638678	-0.436378615	-2.505027822	1.600237765	0.505471488	0.381267125	-0.329317638	-0.012223809	0.122239194	0.470333549	-0.195976682	-0.242552409	0.083842309	0.718535675	-0.047556783	-0.151567998
PA4829_lpd3_at	0.13528889	-0.373673187	-0.15261181	-0.533988791	-1.190140704	0.74698713	-0.353903126	-0.056634258	-0.74593815	-0.0797067	-0.025708029	0.036929447	-0.309143152	-0.03075445	0.065195482	0.579253519	-0.089605131	-0.282966221
PA4644_at	-0.049531017	-0.173477976	-0.214243882	-0.529147507	-0.89886966	0.340076515	-0.000754844	-0.037432811	-0.387259183	-0.066361731	-0.038338102	0.242413817	-0.109373633	-0.031599745	0.215741658	0.19061056	0.137319166	-0.103602603
ig_1554415_1553675_at	0.112769723	-0.631357792	-0.333085281	-0.231110968	0.110465057	0.223173696	0.079692488	-0.312592884	-0.428682362	0.04115991	0.14943442	-0.030947026	-0.056675871	0.137229263	0.504293213	0.374785665	0.088794179	-0.234770618
PA1560_at	-0.060079823	-0.555975296	-0.126739754	-0.613300457	0.016425548	-0.125850151	0.024030561	0.036970506	0.277246557	0.087306682	0.20872764	0.335217868	0.013922693	-0.017676584	-0.039252583	0.7980081	0.349704713	-0.47982257
PA4025_r_at	-0.33807165	-0.421139078	-0.354406547	-0.205384222	-0.74824847	0.430990931	0.289549986	0.257412312	-0.029172846	0.140676529	0.212961518	0.526710657	-0.357940313	0.016486008	0.026048439	0.741970418	-0.330849678	0.288562187
PA2224_at	0.072592092	-0.46912009	-0.20602481	-0.676731571	-0.569312835	-0.14129057	0.338346851	0.020881477	0.082248412	0.245059705	0.290810761	0.106986537	-0.217924486	-0.315293416	0.087279061	0.832052106	-0.153217995	-0.044524615
PA1732_at	-0.300852767	-0.215702488	-0.256173862	-0.896429338	-1.185404521	0.130871792	0.443156252	0.006267019	-0.206637996	0.302872691	0.067634141	0.243064383	-0.109002515	-0.166224341	-0.142872309	0.694110354	-0.812921121	-0.181063186
PA1642_selD_at	-0.090342231	-0.041469618	0.40078516	-0.064726459	-0.443007445	0.154795926	0.173287218	-0.382020284	-0.596709372	0.200075266	-0.007513597	-0.218313429	0.062385114	-0.046951665	0.581491491	0.575102087	0.241924397	0.098751881
ig_2164548_2165213_at	-0.035161414	-0.398487403	-0.246893523	-0.48804991	-0.387238538	0.06586565	-0.194202089	-0.055562614	-0.072519466	-0.018325286	0.207625711	0.132560871	-0.132817791	-0.148129936	0.186860149	0.742368513	-0.174625698	-0.232303193
ig_2069490_2068728_at	0.054886314	-0.347179203	-0.149377624	-0.455542267	-0.755501712	-0.013826691	-0.004374926	0.017527558	-0.369640923	0.093304772	0.057720945	0.341882701	-0.130904442	-0.12151782	0.222044993	0.455231325	-0.216246459	-0.355305157
PA1043_at	0.200320415	-0.347392498	-0.028077152	-0.305682461	-1.549980668	0.463079541	0.050801488	0.057857445	-0.154452535	0.094983499	0.189068282	-0.368427853	0.262011342	0.200533883	0.33289637	0.07198053	0.089224852	-0.11657112
PA4222_at	-0.010085843	-0.424341752	0.103713044	-0.328395419	-1.043554174	0.324416317	0.159242793	-0.152957998	-0.132543057	-0.151693967	0.512720264	0.224705249	-0.193824727	0.281846368	0.353792428	0.319026614	-0.010433558	-0.479169155
PA1115_at	0.004137626	0.278098346	0.849244273	-0.532535751	0.494689375	0.800796303	-0.114938396	-1.144111603	-0.793830853	-0.241923951	-0.006238304	-0.530743393	-0.367911322	0.157013517	0.988022101	0.549788371	1.437434597	0.216200568
PA3228_at	-0.125457299	-0.148443175	-0.132620721	-0.759554713	-0.288168654	-0.432227909	0.127352439	-0.514828277	0.142575517	-0.033255832	0.048867686	-0.616850613	-0.124942339	0.0532702	-0.040472395	0.879426534	0.169496989	-0.111331298
PA0437_codA_at	0.151004372	-0.139763994	-0.006277537	-0.7169013	-0.803498201	-0.319650455	0.274175828	0.148170751	-0.123260523	-0.379018245	-0.348352285	0.138880528	0.333566632	0.368302137	0.138159358	0.529021134	0.286956367	-0.254044878
PA4866_at	-0.536105692	-0.20173337	-0.302325157	0.374828855	-0.303178321	0.06522576	0.512774752	-0.631634689	0.013520986	-0.47623919	-0.438338074	-0.463155897	0.11049218	0.343785333	0.796197932	0.860396333	0.726394401	-0.120609
PA2036_at	-0.004212251	-0.479778528	-0.226903773	-0.40497839	-0.282312989	0.134871094	-0.17682413	0.224058986	-0.194837819	0.179241141	0.093565813	0.149577496	-0.167173528	-0.128950262	0.085981543	0.744648406	0.046594875	-0.067372198
PA4649_at	-0.383751873	-0.6793232	-0.114796851	-0.1440488	-0.794362101	0.30361813	0.1568769	0.156244359	-0.17695543	0.073403675	0.517768533	0.319120246	0.272973144	-0.336780621	-0.013478446	0.465721028	-0.144285455	-0.487080206
PA4915_at	-0.394758492	-0.332772637	-0.327236071	-0.735958391	-1.790528813	2.400522717	0.187094023	0.242230515	-1.061563237	-0.040482103	0.356781792	0.04200622	-0.021537219	0.112400972	0.27507577	0.263843331	-0.199989822	-0.25742367
PA0210_mdcC_at	-0.171351459	-0.455307003	-0.444070648	-0.408718976	0.506659756	-3.193362343	-0.270872974	-0.605483082	0.870332625	0.301165734	-0.381251128	0.630014701	0.59080605	-2.700323117	0.224079062	1.144186803	-2.007833574	0.370296504
PA3687_ppc_at	-0.171779205	-0.398699826	-0.140215017	-0.230397288	-0.724725471	0.774497303	0.81638257	0.357038602	0.319729122	0.043061394	0.003036667	-0.138016892	0.337911484	0.492963602	0.594703999	0.704902069	0.303707486	0.601786929
PA2228_at	0.006606292	-0.453192154	-0.073932326	-0.546322138	-0.342366465	-0.094032904	0.305178443	-0.004396726	0.0966886	0.182821783	0.442607356	0.195056111	-0.20749946	-0.193471097	0.100639707	0.980362574	-0.038795908	-0.227982617
PA5429_aspA_at	-1.349702547	-1.640696018	-1.447084566	0.288061327	-1.543943459	1.387407169	0.526944577	1.397068679	-2.877549943	0.546974725	-2.507701356	-0.148189195	-0.475027011	0.107213624	0.279310476	-0.261520678	-0.369175799	-0.094586188
PA3471_at	-0.192992908	0.044636415	0.116346547	-0.180958914	0.052822438	0.078911378	0.804338396	0.327946211	-0.157387535	-0.012605641	-0.367849928	0.008560887	0.390146767	0.48700885	0.777442285	1.132718474	0.221716457	0.584521743
PA1800_tig_at	0.533774851	0.425874499	0.349860826	-0.524249322	-0.241308237	-1.015313556	0.169257326	-0.403856802	0.366818523	0.231261617	-0.110261133	-0.140555283	0.493824009	0.243976582	0.503291669	0.800764354	-0.12953567	0.092507165
PA4024_eutB_at	-0.791439441	-0.453597685	-0.65749492	-0.488807048	-1.125930869	0.668463736	0.304728018	0.712638742	0.194377366	0.0230775	-0.165594623	0.519907816	-0.681823075	-0.149231762	0.188903283	1.262919841	-0.664942442	0.352337378
PA0052_at	0.12825986	-0.586676099	-0.061126982	-0.632305776	-1.24593669	0.757781484	0.101086896	0.05195523	0.085372174	0.026967048	0.069028893	0.093106646	0.223869741	0.095264146	0.50613537	0.252974743	0.087726786	-0.435222121
PA0628_at	-0.215648799	-0.382710055	0.031685918	-0.707107284	-0.502236055	-0.139293601	-0.015426919	0.290945924	-0.137850407	0.276773149	0.172262117	0.268253913	-0.206824801	0.01367546	0.150063046	-0.20109287	0.268673697	-0.200971119
PA2621_at	0.690762631	0.070584412	-0.054689	-1.577114981	-0.3596003	-0.252384385	0.247841651	-0.702627299	-0.247870052	-0.089140396	0.146459201	-0.687085545	-0.490704611	0.222752128	0.125103346	0.762186704	0.133246488	0.007368879
PA2544_at	0.12557423	-0.125423698	-0.441621804	-0.945990745	-1.346046514	0.511347952	0.375459631	-0.204559874	-0.621081629	-0.070200721	-0.3472781	-0.290363006	-0.000770328	-0.230785716	0.320835558	0.282770486	0.12403131	-0.145323755
PA1079_flgD_at	-1.993534964	-1.472098308	-1.861486812	-1.252497203	-2.989767459	-0.438191002	2.445044508	-0.053418057	2.372828726	5.576180073	0.122582856	-0.59483116	0.446204904	1.004645287	-0.495136735	-2.35579442	-4.187997837	-2.444203219
PA1078_flgC_at	-1.654678201	-1.541581803	-1.703337735	-2.216247212	-3.418369245	-0.571728954	2.500021504	-0.064808277	2.360391022	5.894237348	0.278121561	-0.670012232	0.644262214	0.70749795	-0.625358583	-3.247914423	-4.396792141	-2.580430577
PA1563_at	0.279943359	-0.127756168	-0.223402563	-0.289628465	-0.335001102	-0.265746316	-0.07616143	-0.07447745	0.108180322	-0.166144197	0.133882448	-0.2357513	0.368347189	0.365206955	0.422559619	0.062368707	0.202894036	0.155309961
PA1513_at	-0.180028973	-0.28498193	-0.371010805	-0.03433879	-1.200325011	0.689969784	0.176429807	0.089533465	-0.132408339	-0.307636214	-0.04023548	-0.087309072	-0.513758038	-0.014900508	-0.39091105	2.349167914	-0.120155486	0.189722028
PA1877_at	-0.219603834	-0.776051683	-0.101044398	-0.411774762	-0.875723539	0.076797917	0.468267503	0.258780082	0.221612516	0.006150926	0.304554378	0.25620846	0.165842729	0.000998021	0.170551422	0.227887775	0.216687902	-0.397427714
PA0222_at	-0.100784779	-0.452428624	-0.101574789	-0.229461152	-0.209639057	0.117859718	0.306942053	-0.072182828	-0.259597663	0.179696032	0.339900123	0.451050006	-0.136675816	-0.203078566	0.05255281	0.691303445	-0.17470693	0.108494472
PA3697_at	0.137985602	-0.171281204	-0.450191924	-0.360757727	-1.02584628	0.575953265	0.452635925	-0.746943826	-0.47606196	0.189486863	-0.098404201	0.121419346	-0.413676783	-0.425614838	-0.041538832	0.389866246	0.342407396	0.180041311
PA1590_braB_at	-0.308795261	-0.182629787	-0.224161405	-0.585586856	-0.007107971	-0.607025512	-0.035932872	-1.191314836	0.191273245	0.048179296	-0.1757477	-0.448194021	-0.025297317	-0.402164874	-0.006421602	0.60046592	-0.337693282	0.103017848
PA1838_cysI_at	-0.105857767	-0.164032062	-0.356532842	-0.60234791	-0.664639563	-0.03150911	0.12292236	0.311443306	-0.702740278	0.251211825	-0.386936147	0.323612974	-0.280618926	-0.308624198	-0.054100121	0.657697888	0.058859886	-0.147435733
PA3024_at	-0.14122226	-0.356165335	0.038236206	-0.333792723	-0.423574515	0.110168475	0.224634069	0.173559112	0.289261255	0.10079269	0.378671424	0.566671352	-0.1392956	-0.10891272	0.322078446	0.402379444	0.483695887	-0.118246932
PA0629_at	-0.062032397	-0.589969564	-0.002900214	-0.486741056	-0.127879557	-0.247270356	-0.201948637	0.216643445	0.035540077	0.027440289	0.2588135	0.450399692	-0.319753359	-0.173486725	0.361305087	0.308915712	0.308286615	-0.383096406
PA3227_ppiA_at	0.095341329	0.212162522	0.026939851	-0.753399457	-1.022176038	0.395217172	0.242481982	-0.435341288	-0.642774896	0.047322533	0.076596355	-0.264233912	-0.245197594	0.044368942	0.237364008	0.889971337	-0.295174752	-0.070648824
PA0747_at	-0.494917673	-0.627471735	-0.838818647	-0.615113113	-1.328596917	1.221664448	0.491572224	0.360252508	-0.395368996	0.012458276	-0.036391672	0.243330043	-0.729067712	0.028708342	0.163920019	0.714407044	-0.428788415	0.101297035
PA2507_catA_at	-0.277409674	-0.750385298	-0.266716964	-0.115585337	-0.456155542	0.223510987	0.063102114	0.33426308	-0.00062522	0.088141794	-0.012621033	0.183755248	-0.087392603	-0.117428939	0.256307563	0.694868564	0.131327047	-0.08924358
PA1851_at	-0.756019488	-0.791749197	-0.421519263	-0.295901091	-0.163967312	-0.18493559	-0.023024193	0.108808353	0.172804564	0.254786401	-0.230375006	0.075548463	-0.099140764	-0.063453079	-0.149075313	0.321955318	-0.014964324	-0.158300088
PA2560_at	-0.134667771	-0.050086465	-0.343934293	-0.469717179	1.660230121	-1.423910367	-0.957855017	-0.782224692	0.038724674	0.35714704	-0.525152761	-0.468611761	0.62093315	-0.258900903	-0.076471159	0.044470816	-0.257114313	0.392387214
PA2414_at	-0.141387795	-0.535911697	-0.056482403	-0.438540042	-1.350271863	0.706769888	-0.016736916	0.188560267	-0.51407773	0.196749579	-0.339653261	0.134161879	-0.125066171	-0.006491327	-0.012274022	0.530582945	0.142546028	-0.389540166
PA5131_pgm_at	-0.582395115	-0.434349652	0.088743895	-0.401574989	-0.33252431	0.769287042	0.447400713	0.271443448	-0.493835029	0.434968787	-0.272435275	-0.079049544	0.539620114	-0.133951729	0.052829183	0.668431143	0.271042403	0.13556669
PA2764_at	-0.049618597	-0.252956388	-0.308934268	-0.70419526	-0.406971801	0.002152244	0.08339442	-0.065781315	-0.3327459	0.108533583	-0.059182965	0.138007532	-0.085378932	-0.204907595	0.084058283	0.322166104	-0.00962148	-0.044587466
PA2952_etfB_at	0.159632386	0.220177064	-0.014465437	-1.244899749	-1.221724088	0.280726314	0.355000087	0.413866634	-0.114674969	0.16960591	0.211353452	-0.126827123	0.058784911	0.235059568	0.186800824	0.871451966	-0.290586418	-0.198427817
PA1455_fliA_at	0.790486657	0.855088045	0.368543237	-0.086969035	-0.289609375	-0.08528109	-0.104343368	-0.291181849	0.155643772	1.679967671	1.292443393	0.841734623	-0.398989839	-0.249082997	0.40445047	0.053701236	0.157462527	-0.187788157
PA4236_katA_at	0.334598029	0.605097981	-0.004451596	-0.799247612	-0.412100756	0.121845526	0.368302935	-0.385632228	-0.050968556	0.265948092	0.061750059	0.065587187	0.168471922	0.537848757	0.110448235	0.87412468	-0.275442323	0.243835889
PA2499_at	-0.295455884	-0.609892712	-0.048683584	-0.428468081	-0.738119536	0.455440375	0.140437106	0.405520945	-0.018729455	0.031354433	0.323948083	0.426837547	0.196684781	-0.09067853	0.230751	0.413924043	-0.142132496	-0.257173787
